2  283.021	2.337082e+00	1.239464e-01	6.820422e-01	2.981822e+00	1.019906e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	3.180723e-01	1.972373e+00	8.147613e-01	
1  225.398	2.377389e+00	1.231012e-01	6.644152e-01	2.976779e+00	9.455025e-01	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	3.341715e-01	1.962450e+00	7.790577e-01	
42  155.234	2.320255e+00	1.108770e-01	6.769565e-01	2.986528e+00	9.159849e-01	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.939831e-01	1.981676e+00	7.304393e-01	
32  153.354	2.320255e+00	1.108770e-01	6.769565e-01	2.986528e+00	9.159849e-01	1.750214e+00	-6.138861e-01	1.842929e+00	-4.808322e-01	1.779360e+00	-2.773937e-01	1.367155e+00	-9.169129e-01	2.939831e-01	1.981676e+00	7.304393e-01	
112  142.533	2.385947e+00	1.028247e-01	6.651896e-01	3.099354e+00	9.150194e-01	1.750214e+00	-6.138861e-01	1.842929e+00	-4.808322e-01	1.779360e+00	-2.773937e-01	1.367155e+00	-9.169129e-01	2.877624e-01	2.218361e+00	7.285425e-01	
259  143.298	2.414491e+00	9.890515e-02	6.663841e-01	3.152731e+00	8.966476e-01	1.750214e+00	-6.138861e-01	1.842929e+00	-4.808322e-01	1.779360e+00	-2.773937e-01	1.367155e+00	-9.169129e-01	2.785480e-01	2.339989e+00	7.228023e-01	
331  141.123	2.382017e+00	9.700714e-02	6.688318e-01	3.164526e+00	9.061352e-01	1.750214e+00	-6.138861e-01	1.842929e+00	-4.808322e-01	1.779360e+00	-2.773937e-01	1.367155e+00	-9.169129e-01	2.715441e-01	2.367752e+00	7.221955e-01	
273  139.356	2.388721e+00	1.054041e-01	6.766820e-01	3.088842e+00	8.734585e-01	1.750214e+00	-6.138861e-01	1.842929e+00	-4.808322e-01	1.779360e+00	-2.773937e-01	1.367155e+00	-9.169129e-01	2.837647e-01	2.195164e+00	7.283881e-01	
58  134.205	2.388721e+00	1.054041e-01	6.766820e-01	3.088842e+00	8.734585e-01	1.718975e+00	-1.026124e+00	1.871447e+00	-2.577802e-01	1.733151e+00	-7.511633e-02	1.468529e+00	-9.193286e-01	2.837647e-01	2.195164e+00	7.283881e-01	
74  133.291	2.340166e+00	1.074219e-01	6.781732e-01	3.003524e+00	8.046955e-01	1.718975e+00	-1.026124e+00	1.871447e+00	-2.577802e-01	1.733151e+00	-7.511633e-02	1.468529e+00	-9.193286e-01	2.858497e-01	2.015645e+00	6.936344e-01	
