2  262.947	2.301686e+00	1.043949e-01	7.066627e-01	3.099100e+00	9.828218e-01	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.564338e-01	2.217799e+00	7.682741e-01	
2  193.234	2.209418e+00	8.854908e-02	6.973941e-01	3.189491e+00	1.037268e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.288176e-01	2.427607e+00	7.341384e-01	
111  190.853	2.178013e+00	8.058620e-02	6.957095e-01	3.203932e+00	1.035823e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.128264e-01	2.462919e+00	6.910928e-01	
33  172.489	2.213206e+00	8.811903e-02	6.770346e-01	3.198601e+00	1.017207e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.419308e-01	2.449823e+00	7.257115e-01	
40  163.067	2.228591e+00	8.436138e-02	6.679646e-01	3.254652e+00	1.115533e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.404685e-01	2.591059e+00	7.458724e-01	
1  159.71	2.218966e+00	8.795307e-02	6.686599e-01	3.204192e+00	1.106299e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.477866e-01	2.463558e+00	7.482332e-01	
234  157.197	2.293016e+00	8.751462e-02	6.860828e-01	3.153294e+00	1.124357e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.000000e+00	0.000000e+00	2.360030e-01	2.341307e+00	7.305312e-01	
60  153.884	2.293016e+00	8.751462e-02	6.860828e-01	3.153294e+00	1.124357e+00	2.057883e+00	3.081799e-01	1.965442e+00	-6.128248e-01	2.056022e+00	6.443620e-01	1.948992e+00	-1.499863e-01	2.360030e-01	2.341307e+00	7.305312e-01	
76  144.386	2.273313e+00	9.425852e-02	6.885222e-01	3.087944e+00	1.051587e+00	2.057883e+00	3.081799e-01	1.965442e+00	-6.128248e-01	2.056022e+00	6.443620e-01	1.948992e+00	-1.499863e-01	2.481439e-01	2.193195e+00	7.280028e-01	
33  144.375	2.182839e+00	8.870300e-02	6.659130e-01	3.134560e+00	9.912171e-01	2.057883e+00	3.081799e-01	1.965442e+00	-6.128248e-01	2.056022e+00	6.443620e-01	1.948992e+00	-1.499863e-01	2.507115e-01	2.297853e+00	6.998625e-01	
484  104.192	2.302966e+00	1.345767e-01	6.750657e-01	2.886785e+00	7.416878e-01	1.772002e+00	-4.199944e-01	1.911366e+00	3.095390e-02	1.854510e+00	3.302887e-01	1.683359e+00	1.664342e-02	3.472586e-01	1.793556e+00	7.374296e-01	
332  105.902	2.315546e+00	1.333440e-01	6.711345e-01	2.912165e+00	7.325090e-01	1.772002e+00	-4.199944e-01	1.911366e+00	3.095390e-02	1.854510e+00	3.302887e-01	1.683359e+00	1.664342e-02	3.488813e-01	1.839658e+00	7.391118e-01	
554  103.519	2.231536e+00	1.285415e-01	6.839900e-01	2.918858e+00	7.651221e-01	1.772002e+00	-4.199944e-01	1.911366e+00	3.095390e-02	1.854510e+00	3.302887e-01	1.683359e+00	1.664342e-02	3.238292e-01	1.852012e+00	7.410029e-01	
110  104.497	2.249993e+00	1.376218e-01	7.037566e-01	2.866911e+00	7.714402e-01	1.772002e+00	-4.199944e-01	1.911366e+00	3.095390e-02	1.854510e+00	3.302887e-01	1.683359e+00	1.664342e-02	3.246003e-01	1.758261e+00	7.560977e-01	
