2  66.3697	2.246551e+00	1.346304e-01	6.726197e-01	3.059618e+00	8.475441e-01	1.833450e+00	-2.099892e-01	3.486605e-01	2.131940e+00	8.378984e-01	
4  57.1064	2.282147e+00	1.472790e-01	6.943475e-01	3.101389e+00	8.302873e-01	1.720395e+00	-6.760842e-02	3.541548e-01	2.222880e+00	8.995300e-01	
5  32.3943	2.282147e+00	1.472790e-01	6.943475e-01	3.101389e+00	8.302873e-01	1.870876e+00	1.185990e+00	3.541548e-01	2.222880e+00	8.995300e-01	
1  30.623	2.282147e+00	1.472790e-01	6.943475e-01	3.101389e+00	8.302873e-01	1.863508e+00	1.314152e+00	3.541548e-01	2.222880e+00	8.995300e-01	
1  29.5241	2.282147e+00	1.472790e-01	6.943475e-01	3.101389e+00	8.302873e-01	1.850538e+00	1.300819e+00	3.541548e-01	2.222880e+00	8.995300e-01	
3  30.0109	2.256658e+00	1.447063e-01	7.038661e-01	3.099116e+00	8.192953e-01	1.826093e+00	1.168136e+00	3.389335e-01	2.217833e+00	8.899266e-01	
1  28.8327	2.253810e+00	1.423053e-01	6.821078e-01	2.994218e+00	8.523335e-01	2.018916e+00	1.418286e+00	3.556799e-01	1.996975e+00	8.413110e-01	
6  28.6207	2.213409e+00	1.370440e-01	6.803685e-01	2.892608e+00	8.692777e-01	2.157640e+00	1.477244e+00	3.452620e-01	1.804029e+00	7.891449e-01	
1  26.0164	2.213409e+00	1.370440e-01	6.803685e-01	2.892608e+00	8.692777e-01	2.080662e+00	8.066680e-01	3.452620e-01	1.804029e+00	7.891449e-01	
4  28.0597	2.213409e+00	1.370440e-01	6.803685e-01	2.892608e+00	8.692777e-01	2.139166e+00	1.243598e+00	3.452620e-01	1.804029e+00	7.891449e-01	
2  27.6719	2.212485e+00	1.335357e-01	6.809228e-01	2.806766e+00	9.849918e-01	2.369050e+00	1.792354e+00	3.371137e-01	1.655628e+00	7.785616e-01	
3  26.4954	2.203441e+00	1.266116e-01	6.860729e-01	2.861335e+00	9.994935e-01	2.323194e+00	1.623917e+00	3.171689e-01	1.748486e+00	7.806222e-01	
1  26.7696	2.203441e+00	1.266116e-01	6.860729e-01	2.861335e+00	9.994935e-01	2.197044e+00	6.421535e-01	3.171689e-01	1.748486e+00	7.806222e-01	
5  23.7948	2.203441e+00	1.266116e-01	6.860729e-01	2.861335e+00	9.994935e-01	2.207161e+00	8.614487e-01	3.171689e-01	1.748486e+00	7.806222e-01	
1  22.7351	2.232392e+00	1.207388e-01	7.022675e-01	2.899088e+00	9.885354e-01	2.137707e+00	5.967031e-01	2.913885e-01	1.815757e+00	7.709219e-01	
5  21.971	2.250568e+00	1.222347e-01	6.861136e-01	2.722909e+00	9.734576e-01	2.346204e+00	7.799086e-01	3.088346e-01	1.522455e+00	7.025416e-01	
2  22.3429	2.250568e+00	1.222347e-01	6.861136e-01	2.722909e+00	9.734576e-01	2.410133e+00	1.343236e+00	3.088346e-01	1.522455e+00	7.025416e-01	
4  22.4406	2.250568e+00	1.222347e-01	6.861136e-01	2.722909e+00	9.734576e-01	2.428160e+00	1.469464e+00	3.088346e-01	1.522455e+00	7.025416e-01	
3  22.4726	2.250568e+00	1.222347e-01	6.861136e-01	2.722909e+00	9.734576e-01	2.432786e+00	1.394980e+00	3.088346e-01	1.522455e+00	7.025416e-01	
