2  55.3149	2.343000e+00	1.252553e-01	6.677413e-01	3.052116e+00	9.363400e-01	1.972491e+00	3.671398e-03	3.349106e-01	2.116008e+00	8.181622e-01	
3  53.0576	2.304829e+00	1.465410e-01	6.937424e-01	2.977775e+00	7.845532e-01	1.814037e+00	-1.690652e-01	3.537108e-01	1.964406e+00	8.271673e-01	
8  32.2684	2.304829e+00	1.465410e-01	6.937424e-01	2.977775e+00	7.845532e-01	1.964658e+00	1.436108e+00	3.537108e-01	1.964406e+00	8.271673e-01	
1  34.2645	2.279235e+00	1.309319e-01	6.798877e-01	2.969084e+00	8.202843e-01	2.053464e+00	1.258971e+00	3.339520e-01	1.947408e+00	7.797191e-01	
1  32.7809	2.310496e+00	1.390412e-01	7.065631e-01	2.790876e+00	7.992535e-01	2.182930e+00	1.493255e+00	3.260819e-01	1.629529e+00	7.371947e-01	
1  33.5616	2.340898e+00	1.299770e-01	7.030000e-01	2.685601e+00	8.447704e-01	2.374016e+00	1.606119e+00	3.116699e-01	1.466701e+00	6.809780e-01	
1  30.733	2.329485e+00	1.339902e-01	6.993187e-01	2.771372e+00	8.510068e-01	2.283048e+00	1.650102e+00	3.229328e-01	1.598054e+00	7.257093e-01	
4  28.0686	2.273416e+00	1.257928e-01	6.826128e-01	2.771059e+00	8.964174e-01	2.364365e+00	1.694276e+00	3.201369e-01	1.597555e+00	7.095752e-01	
4  25.7316	2.273416e+00	1.257928e-01	6.826128e-01	2.771059e+00	8.964174e-01	2.285159e+00	1.161223e+00	3.201369e-01	1.597555e+00	7.095752e-01	
1  26.1622	2.273416e+00	1.257928e-01	6.826128e-01	2.771059e+00	8.964174e-01	2.311586e+00	1.425928e+00	3.201369e-01	1.597555e+00	7.095752e-01	
2  26.6142	2.213004e+00	1.123107e-01	6.700904e-01	3.114615e+00	9.709895e-01	2.035680e+00	1.109871e+00	3.008429e-01	2.252475e+00	8.065567e-01	
2  26.5642	2.177764e+00	1.060488e-01	6.640001e-01	3.220265e+00	1.066842e+00	2.036460e+00	1.308253e+00	2.913852e-01	2.503475e+00	8.489915e-01	
2  24.9109	2.237050e+00	1.108512e-01	6.745614e-01	3.338873e+00	1.093926e+00	1.916527e+00	1.411533e+00	2.941893e-01	2.818735e+00	9.368048e-01	
1  24.0991	2.237050e+00	1.108512e-01	6.745614e-01	3.338873e+00	1.093926e+00	1.771330e+00	5.642690e-01	2.941893e-01	2.818735e+00	9.368048e-01	
3  24.3212	2.237050e+00	1.108512e-01	6.745614e-01	3.338873e+00	1.093926e+00	1.845124e+00	1.061725e+00	2.941893e-01	2.818735e+00	9.368048e-01	
6  23.3571	2.237050e+00	1.108512e-01	6.745614e-01	3.338873e+00	1.093926e+00	1.845525e+00	9.332602e-01	2.941893e-01	2.818735e+00	9.368048e-01	
1  22.7337	2.281420e+00	1.190552e-01	6.794526e-01	3.135756e+00	1.068024e+00	2.033641e+00	1.217080e+00	3.087008e-01	2.300603e+00	8.768108e-01	
1  22.0265	2.298487e+00	1.226388e-01	7.056558e-01	2.949962e+00	1.053728e+00	2.184134e+00	1.380751e+00	2.937398e-01	1.910523e+00	8.168846e-01	
2  25.0611	2.298487e+00	1.226388e-01	7.056558e-01	2.949962e+00	1.053728e+00	2.218404e+00	2.199013e+00	2.937398e-01	1.910523e+00	8.168846e-01	
3  23.9583	2.298487e+00	1.226388e-01	7.056558e-01	2.949962e+00	1.053728e+00	2.187310e+00	1.981081e+00	2.937398e-01	1.910523e+00	8.168846e-01	
1  24.3437	2.298487e+00	1.226388e-01	7.056558e-01	2.949962e+00	1.053728e+00	2.178465e+00	1.979564e+00	2.937398e-01	1.910523e+00	8.168846e-01	
3  22.4736	2.298487e+00	1.226388e-01	7.056558e-01	2.949962e+00	1.053728e+00	2.169157e+00	1.512961e+00	2.937398e-01	1.910523e+00	8.168846e-01	
4  24.2564	2.280099e+00	1.090292e-01	6.783208e-01	3.257649e+00	1.113652e+00	1.946160e+00	1.194393e+00	2.879132e-01	2.598836e+00	8.944857e-01	
9  24.4767	2.280099e+00	1.090292e-01	6.783208e-01	3.257649e+00	1.113652e+00	1.876883e+00	4.943054e-01	2.879132e-01	2.598836e+00	8.944857e-01	
13  24.1775	2.307752e+00	1.189378e-01	6.661495e-01	2.954184e+00	9.530866e-01	2.051174e+00	3.227987e-01	3.214824e-01	1.918606e+00	7.604531e-01	
6  22.2272	2.282389e+00	1.272234e-01	6.825132e-01	2.874547e+00	9.363268e-01	2.083007e+00	4.951464e-01	3.234940e-01	1.771740e+00	7.633699e-01	
3  22.3695	2.282389e+00	1.272234e-01	6.825132e-01	2.874547e+00	9.363268e-01	2.112093e+00	4.885020e-01	3.234940e-01	1.771740e+00	7.633699e-01	
6  24.0697	2.282389e+00	1.272234e-01	6.825132e-01	2.874547e+00	9.363268e-01	2.023753e+00	2.033409e-01	3.234940e-01	1.771740e+00	7.633699e-01	
4  25.8287	2.333872e+00	1.237255e-01	7.068178e-01	2.899909e+00	9.022779e-01	1.929385e+00	-1.140608e-01	2.956583e-01	1.817249e+00	7.524425e-01	
1  26.7423	2.333872e+00	1.237255e-01	7.068178e-01	2.899909e+00	9.022779e-01	2.024557e+00	4.993551e-01	2.956583e-01	1.817249e+00	7.524425e-01	
1  25.3158	2.333872e+00	1.237255e-01	7.068178e-01	2.899909e+00	9.022779e-01	2.039591e+00	3.061863e-01	2.956583e-01	1.817249e+00	7.524425e-01	
