1  59.6163	2.332781e-01	1.391540e-02	1.989055e+00	7.094582e-01	
2  54.1713	3.148020e-01	-7.578803e-02	2.000904e+00	7.173801e-01	
3  37.1317	2.689284e-01	1.727633e-03	2.030367e+00	6.850973e-01	
1  36.1915	2.636985e-01	1.304868e-03	2.033813e+00	6.906750e-01	
3  36.3537	2.338392e-01	5.916788e-02	2.054455e+00	6.622223e-01	
3  21.1656	3.008074e-01	5.863656e-02	2.077927e+00	5.952750e-01	
1  15.7945	3.418810e-01	7.134162e-02	2.107373e+00	5.408560e-01	
3  12.8531	3.434072e-01	8.514257e-02	2.121232e+00	5.252274e-01	
8  6.03458	3.044156e-01	1.059508e-01	2.155004e+00	5.426764e-01	
6  4.08253	2.687866e-01	6.603286e-03	2.178766e+00	6.771361e-01	
1  6.2016	3.224484e-01	1.171277e-01	2.155094e+00	5.134648e-01	
4  5.22955	3.132805e-01	6.786664e-02	2.164410e+00	5.716910e-01	
4  4.59841	3.519007e-01	1.258759e-01	2.194457e+00	4.744081e-01	
2  3.14282	3.022700e-01	7.166640e-02	2.183058e+00	5.784963e-01	
5  1.64885	2.926615e-01	9.493983e-02	2.229244e+00	5.638268e-01	
1  5.97539	3.225247e-01	2.958944e-02	2.230560e+00	5.992854e-01	
3  2.90053	3.245053e-01	1.786142e-01	2.224708e+00	4.484074e-01	
3  2.80275	2.548201e-01	6.309228e-02	2.235905e+00	6.333710e-01	
22  1.88553	2.850962e-01	8.431520e-02	2.239946e+00	5.817841e-01	
1  2.51597	3.290305e-01	1.236200e-01	2.224319e+00	4.988849e-01	
4  2.18458	2.968372e-01	1.246528e-01	2.239155e+00	5.297226e-01	
2  2.34526	3.005291e-01	7.985591e-02	2.244339e+00	5.707149e-01	
2  3.22634	3.379875e-01	1.432029e-01	2.238928e+00	4.700272e-01	
10  3.62596	3.416865e-01	2.015110e-01	2.234173e+00	4.081235e-01	
4  3.14874	3.086279e-01	1.426207e-01	2.256167e+00	4.995940e-01	
10  3.43203	3.172452e-01	1.361628e-01	2.259329e+00	4.973659e-01	
4  5.36569	3.293892e-01	1.836684e-01	2.273362e+00	4.374112e-01	
6  3.58666	2.980277e-01	1.024374e-01	2.266959e+00	5.501429e-01	
13  2.91652	2.940388e-01	7.214848e-02	2.184199e+00	5.862205e-01	
1  4.31685	2.452077e-01	4.419574e-02	2.193181e+00	6.628090e-01	
2  4.94277	2.295741e-01	1.667816e-02	2.200605e+00	7.057988e-01	
1  5.05002	2.194629e-01	-2.711330e-02	2.216057e+00	7.593654e-01	
3  5.78462	2.152646e-01	-5.363910e-02	2.223010e+00	7.899382e-01	
7  3.0695	2.658755e-01	-4.274199e-03	2.204561e+00	6.903637e-01	
2  3.49755	3.414625e-01	1.231209e-01	2.203088e+00	4.874136e-01	
# After 35 accepted steps: update proposal with max(R-1) = 0.450056 and jumping factor = 2.400000 
10  2.16799	2.843978e-01	1.091760e-01	2.215448e+00	5.581544e-01	
2  4.24514	2.975094e-01	1.296116e-01	2.178647e+00	5.254076e-01	
5  4.43252	3.271537e-01	1.216042e-01	2.172898e+00	5.038957e-01	
6  2.55165	2.820281e-01	5.416723e-02	2.190777e+00	6.160694e-01	
4  2.21049	3.148472e-01	1.146469e-01	2.203311e+00	5.224982e-01	
5  2.63701	2.834996e-01	4.350795e-02	2.191239e+00	6.252472e-01	
1  3.31816	2.999005e-01	9.367022e-02	2.179656e+00	5.589359e-01	
3  1.74865	2.979525e-01	1.025794e-01	2.212146e+00	5.512682e-01	
1  1.6906	2.963519e-01	1.026378e-01	2.229393e+00	5.524353e-01	
7  3.01606	3.309608e-01	1.352062e-01	2.196020e+00	4.859838e-01	
1  5.30793	3.056638e-01	8.762293e-02	2.159554e+00	5.596571e-01	
1  5.03028	2.435133e-01	-3.164431e-02	2.184164e+00	7.405396e-01	
1  4.16701	2.379724e-01	2.981630e-02	2.202454e+00	6.842222e-01	
1  3.00324	2.640189e-01	3.584700e-03	2.239608e+00	6.835992e-01	
2  2.61904	2.648255e-01	2.450106e-02	2.244568e+00	6.617684e-01	
2  2.19696	2.847011e-01	3.899600e-02	2.231962e+00	6.276720e-01	
4  3.14545	2.623254e-01	-1.201534e-02	2.219110e+00	7.013385e-01	
4  3.25101	3.103211e-01	4.693643e-02	2.214376e+00	5.944940e-01	
3  2.50823	3.183807e-01	8.571280e-02	2.219246e+00	5.475522e-01	
3  4.70293	3.434781e-01	8.909994e-02	2.208476e+00	5.193018e-01	
5  3.87344	3.337692e-01	8.711692e-02	2.201557e+00	5.311442e-01	
5  3.47203	2.906397e-01	2.351533e-02	2.189879e+00	6.381293e-01	
3  2.07941	2.981245e-01	6.045169e-02	2.227291e+00	5.928945e-01	
3  2.23717	3.203057e-01	1.400304e-01	2.231175e+00	4.910501e-01	
2  1.59885	2.913409e-01	7.944020e-02	2.226548e+00	5.807058e-01	
2  2.72134	2.875785e-01	8.455975e-02	2.256815e+00	5.786904e-01	
2  4.21578	2.364149e-01	3.824793e-02	2.247211e+00	6.763746e-01	
3  3.79785	2.738776e-01	8.491445e-02	2.268847e+00	5.917749e-01	
1  3.59735	2.811350e-01	1.243447e-01	2.257909e+00	5.453251e-01	
1  3.0422	2.425380e-01	1.999311e-02	2.232982e+00	6.888158e-01	
2  3.65272	2.684830e-01	2.998088e-02	2.262295e+00	6.522455e-01	
5  3.07434	2.790841e-01	5.945248e-02	2.260178e+00	6.122189e-01	
1  1.90183	2.908045e-01	6.510584e-02	2.235182e+00	5.953887e-01	
2  3.6116	2.751264e-01	4.016320e-02	2.263316e+00	6.353976e-01	
1  3.43275	2.562264e-01	7.544621e-03	2.252189e+00	6.871582e-01	
1  4.42917	2.399536e-01	-4.293848e-02	2.228419e+00	7.544310e-01	
3  2.98705	3.064449e-01	4.579299e-02	2.216328e+00	5.994712e-01	
7  2.49511	2.606259e-01	2.245615e-02	2.203359e+00	6.689090e-01	
1  2.20831	2.886998e-01	8.682643e-02	2.247952e+00	5.754952e-01	
4  2.31166	2.602763e-01	4.984585e-02	2.238601e+00	6.411025e-01	
6  2.96532	3.167659e-01	1.563604e-01	2.248396e+00	4.778853e-01	
1  3.98979	3.243626e-01	1.686865e-01	2.260899e+00	4.576907e-01	
1  2.96432	2.809404e-01	8.099145e-02	2.260200e+00	5.888231e-01	
4  5.41417	2.276332e-01	-1.967910e-02	2.189197e+00	7.443450e-01	
7  5.15645	2.212889e-01	-2.285231e-02	2.205599e+00	7.535058e-01	
3  4.44391	2.707422e-01	8.982378e-04	2.176579e+00	6.809331e-01	
3  5.0529	2.572367e-01	-1.768918e-02	2.175405e+00	7.130516e-01	
2  3.95941	2.321099e-01	-2.427432e-02	2.220993e+00	7.437721e-01	
7  4.4935	2.575814e-01	-4.510887e-03	2.261007e+00	6.976669e-01	
3  5.53024	2.512758e-01	-1.024129e-02	2.270997e+00	7.094857e-01	
3  3.04312	2.551420e-01	-7.254640e-03	2.232607e+00	7.034677e-01	
1  3.47004	3.080861e-01	1.788644e-01	2.221736e+00	4.646410e-01	
1  3.49564	2.946401e-01	1.621546e-01	2.233455e+00	4.945419e-01	
2  3.07429	2.603864e-01	8.635185e-02	2.238527e+00	6.044881e-01	
5  2.39509	2.797419e-01	1.016806e-01	2.208555e+00	5.704556e-01	
7  2.27679	3.255630e-01	1.392230e-01	2.220311e+00	4.868365e-01	
10  2.60401	3.127339e-01	1.618595e-01	2.228248e+00	4.768565e-01	
1  2.65129	2.796218e-01	7.498970e-02	2.191461e+00	5.976384e-01	
2  2.17188	3.183191e-01	1.293900e-01	2.209380e+00	5.041511e-01	
2  2.78682	3.254196e-01	1.498951e-01	2.200473e+00	4.767392e-01	
3  3.28091	3.464646e-01	1.640409e-01	2.210722e+00	4.413256e-01	
1  2.28154	2.795661e-01	5.184561e-02	2.196311e+00	6.207327e-01	
1  2.23913	2.596285e-01	2.085440e-02	2.215638e+00	6.712412e-01	
2  1.98804	2.838274e-01	6.057950e-02	2.240093e+00	6.067854e-01	
1  2.45483	2.732881e-01	2.169229e-02	2.202322e+00	6.570333e-01	
1  3.49571	2.674897e-01	-1.070178e-02	2.232436e+00	6.945709e-01	
3  2.41665	3.192306e-01	1.008922e-01	2.231293e+00	5.312608e-01	
2  3.34619	2.432945e-01	4.003105e-02	2.239518e+00	6.678792e-01	
1  3.79495	2.325527e-01	1.933891e-03	2.235727e+00	7.168006e-01	
1  3.73025	2.923144e-01	7.222618e-02	2.266718e+00	5.860727e-01	
3  3.20225	3.183906e-01	1.554476e-01	2.252996e+00	4.770734e-01	
6  1.66149	2.863146e-01	9.038892e-02	2.227463e+00	5.747634e-01	
1  2.14359	2.623418e-01	5.643038e-02	2.218380e+00	6.328923e-01	
2  2.00916	3.023029e-01	1.268339e-01	2.214853e+00	5.226043e-01	
3  2.85031	2.797062e-01	1.003258e-01	2.197697e+00	5.720823e-01	
4  2.17868	2.710184e-01	7.257653e-02	2.242006e+00	6.075557e-01	
1  1.56814	2.871895e-01	7.892969e-02	2.221520e+00	5.854770e-01	
3  2.61876	3.137915e-01	1.150831e-01	2.247562e+00	5.221552e-01	
1  2.87568	2.572532e-01	-2.903060e-03	2.207830e+00	6.975437e-01	
2  4.06871	2.609626e-01	-2.371134e-02	2.236579e+00	7.140174e-01	
2  5.92471	2.751855e-01	-4.270107e-02	2.219586e+00	7.191538e-01	
6  6.61214	3.280745e-01	6.014885e-02	2.163850e+00	5.646270e-01	
3  4.14307	2.909028e-01	3.414195e-02	2.174628e+00	6.275712e-01	
5  3.25386	2.884184e-01	1.483851e-02	2.202150e+00	6.487605e-01	
1  2.23796	2.701692e-01	2.208129e-02	2.230036e+00	6.591604e-01	
1  2.40772	2.860642e-01	8.002954e-02	2.251686e+00	5.848464e-01	
2  2.29326	2.710200e-01	8.819899e-02	2.235538e+00	5.920724e-01	
1  6.53526	3.496706e-01	2.416412e-01	2.267637e+00	3.592814e-01	
3  5.0494	3.005263e-01	1.863681e-01	2.257697e+00	4.639151e-01	
4  4.5333	2.788572e-01	1.494030e-01	2.249761e+00	5.227219e-01	
3  2.49657	2.768270e-01	1.039401e-01	2.213576e+00	5.710019e-01	
1  2.74888	3.192163e-01	1.513546e-01	2.244867e+00	4.805176e-01	
2  3.12607	3.313363e-01	1.678777e-01	2.243467e+00	4.519048e-01	
1  3.31822	3.396582e-01	1.767203e-01	2.239477e+00	4.348271e-01	
5  1.95991	2.895176e-01	1.108464e-01	2.233218e+00	5.509778e-01	
1  2.35883	2.823083e-01	1.089046e-01	2.241237e+00	5.599545e-01	
1  2.33961	2.855612e-01	9.050452e-02	2.197617e+00	5.760503e-01	
2  2.90685	2.528737e-01	-7.277729e-03	2.215650e+00	7.061279e-01	
11  2.17742	3.026585e-01	6.299153e-02	2.222772e+00	5.859190e-01	
1  1.69326	2.901128e-01	7.753523e-02	2.232631e+00	5.837065e-01	
2  2.24313	2.815226e-01	2.764471e-02	2.214802e+00	6.425750e-01	
10  2.1118	2.937824e-01	7.765550e-02	2.243348e+00	5.796836e-01	
7  3.27614	2.584548e-01	-1.063183e-02	2.234787e+00	7.034847e-01	
1  3.68522	2.925373e-01	2.491417e-02	2.243520e+00	6.336662e-01	
6  2.43409	3.277656e-01	1.294291e-01	2.211168e+00	4.946265e-01	
1  2.08872	3.139487e-01	1.300535e-01	2.233365e+00	5.073364e-01	
2  3.81039	3.388659e-01	1.042716e-01	2.228394e+00	5.083092e-01	
1  3.4846	3.307208e-01	9.471095e-02	2.197550e+00	5.266858e-01	
7  1.78466	3.068804e-01	1.042803e-01	2.214264e+00	5.405932e-01	
2  2.7068	2.498865e-01	4.177320e-03	2.226754e+00	6.974186e-01	
5  2.97918	2.626041e-01	4.042714e-03	2.240102e+00	6.845452e-01	
7  1.83074	2.828145e-01	5.854376e-02	2.234886e+00	6.099472e-01	
4  4.59694	2.417007e-01	-4.526665e-02	2.230489e+00	7.549671e-01	
2  5.36586	2.260071e-01	-5.845703e-02	2.216156e+00	7.841627e-01	
2  6.04017	2.148865e-01	-5.280990e-02	2.239565e+00	7.891272e-01	
4  4.46175	2.291640e-01	-3.762693e-02	2.217211e+00	7.601529e-01	
4  3.21912	2.395647e-01	1.758965e-02	2.222215e+00	6.944267e-01	
2  4.61004	2.291202e-01	3.080556e-02	2.233080e+00	6.914190e-01	
3  4.60064	2.241085e-01	3.361285e-03	2.224154e+00	7.240691e-01	
3  3.70905	2.382279e-01	1.582205e-02	2.246731e+00	6.969980e-01	
3  3.37637	2.435111e-01	4.607361e-04	2.243213e+00	7.071526e-01	
5  2.94533	2.989037e-01	6.514822e-02	2.250542e+00	5.869131e-01	
3  2.83667	3.349227e-01	1.295562e-01	2.226617e+00	4.870064e-01	
1  2.21544	3.053971e-01	7.230909e-02	2.205117e+00	5.742467e-01	
8  2.81712	3.011976e-01	7.463025e-02	2.187116e+00	5.765166e-01	
12  2.45886	3.280979e-01	1.378331e-01	2.210096e+00	4.859136e-01	
4  2.31332	2.745947e-01	2.095978e-02	2.227413e+00	6.559135e-01	
3  1.80887	2.842164e-01	5.169368e-02	2.211462e+00	6.159049e-01	
1  1.80144	2.771698e-01	5.854692e-02	2.209794e+00	6.161345e-01	
