2  57.062	3.156525e-01	-7.796586e-02	1.994431e+00	7.188482e-01	
2  39.7881	3.167191e-01	-4.747124e-02	2.034082e+00	6.864246e-01	
1  33.8895	3.339054e-01	-3.421607e-02	2.056988e+00	6.554851e-01	
1  16.428	2.650314e-01	2.372650e-02	2.100082e+00	6.654793e-01	
1  10.444	3.339861e-01	8.804342e-02	2.130750e+00	5.315407e-01	
1  10.9066	3.121335e-01	-2.097416e-02	2.155075e+00	6.618819e-01	
4  8.30062	3.382196e-01	6.811641e-02	2.153771e+00	5.467336e-01	
1  8.39217	2.621222e-01	7.556999e-02	2.150055e+00	6.154582e-01	
8  4.41748	3.298232e-01	6.280875e-02	2.213585e+00	5.591368e-01	
11  2.34153	2.838596e-01	8.584927e-02	2.250282e+00	5.812618e-01	
12  2.39034	3.192237e-01	9.320051e-02	2.220123e+00	5.392024e-01	
1  2.20211	2.596187e-01	2.296727e-02	2.227240e+00	6.688858e-01	
1  3.36896	2.591316e-01	9.031823e-02	2.219899e+00	6.021816e-01	
4  3.29202	2.996702e-01	1.437527e-01	2.196900e+00	5.087087e-01	
7  3.75478	3.164068e-01	1.511186e-01	2.184918e+00	4.848668e-01	
9  2.97892	2.710936e-01	9.971257e-02	2.207651e+00	5.810916e-01	
1  2.82814	2.934527e-01	1.332190e-01	2.204713e+00	5.252900e-01	
2  2.09416	2.822395e-01	3.783137e-02	2.229850e+00	6.313441e-01	
4  2.80035	2.595163e-01	7.756718e-02	2.234690e+00	6.142263e-01	
6  2.73368	2.759400e-01	1.792739e-02	2.237200e+00	6.573878e-01	
2  4.99981	3.114010e-01	3.596866e-02	2.246076e+00	6.036925e-01	
22  1.89023	3.032431e-01	8.258639e-02	2.229175e+00	5.656002e-01	
9  2.01171	3.015693e-01	1.025551e-01	2.240620e+00	5.470564e-01	
8  2.31552	3.236973e-01	1.175783e-01	2.226034e+00	5.102225e-01	
5  2.02715	3.101490e-01	9.135629e-02	2.209364e+00	5.503552e-01	
2  3.26126	3.344789e-01	1.445247e-01	2.244688e+00	4.720887e-01	
1  4.76828	3.129284e-01	1.728700e-01	2.269570e+00	4.647528e-01	
3  5.98335	3.432039e-01	9.764181e-02	2.254425e+00	5.100349e-01	
1  4.0344	3.574024e-01	1.601445e-01	2.209724e+00	4.343057e-01	
8  3.04531	2.907318e-01	9.573062e-02	2.185353e+00	5.659203e-01	
# After 30 accepted steps: update proposal with max(R-1) = 0.450056 and jumping factor = 2.400000 
11  2.0669	3.013142e-01	9.842228e-02	2.200706e+00	5.523124e-01	
10  2.1242	2.933017e-01	1.211597e-01	2.214806e+00	5.372808e-01	
1  2.97931	3.000750e-01	1.575932e-01	2.235288e+00	4.936286e-01	
5  3.04963	2.810149e-01	1.268327e-01	2.215088e+00	5.438885e-01	
