5  20.9963	2.296227e+00	1.238347e-01	6.949136e-01	2.924126e+00	9.731697e-01	2.000000e+00	0.000000e+00	0.000000e+00	3.053211e-01	1.861794e+00	7.834700e-01	
7  21.4712	2.296227e+00	1.238347e-01	6.949136e-01	2.924126e+00	9.731697e-01	2.050072e+00	6.379267e-01	-5.135471e-01	3.053211e-01	1.861794e+00	7.834700e-01	
42  12.3734	2.296227e+00	1.238347e-01	6.949136e-01	2.924126e+00	9.731697e-01	2.124445e+00	-3.072462e-01	4.402275e-01	3.053211e-01	1.861794e+00	7.834700e-01	
31  11.6327	2.289700e+00	1.305585e-01	6.890553e-01	2.928579e+00	1.016623e+00	2.124445e+00	-3.072462e-01	4.402275e-01	3.245587e-01	1.870104e+00	8.248787e-01	
1  11.2125	2.254375e+00	1.163273e-01	6.790079e-01	3.012268e+00	1.062184e+00	2.124445e+00	-3.072462e-01	4.402275e-01	3.026020e-01	2.033347e+00	8.124826e-01	
16  12.4157	2.266491e+00	1.122723e-01	6.659374e-01	3.061642e+00	1.118936e+00	2.124445e+00	-3.072462e-01	4.402275e-01	3.057266e-01	2.136260e+00	8.267274e-01	
4  11.8485	2.306172e+00	1.178968e-01	6.766564e-01	3.075451e+00	1.087653e+00	2.124445e+00	-3.072462e-01	4.402275e-01	3.092680e-01	2.165964e+00	8.502523e-01	
12  11.3346	2.258463e+00	1.116075e-01	6.980582e-01	3.027150e+00	1.103885e+00	2.124445e+00	-3.072462e-01	4.402275e-01	2.767092e-01	2.063833e+00	8.151240e-01	
18  11.896	2.258463e+00	1.116075e-01	6.980582e-01	3.027150e+00	1.103885e+00	2.151875e+00	3.973892e-01	5.185888e-02	2.767092e-01	2.063833e+00	8.151240e-01	
27  12.4725	2.262014e+00	1.270983e-01	6.894546e-01	3.006257e+00	1.110781e+00	2.151875e+00	3.973892e-01	5.185888e-02	3.163213e-01	2.021160e+00	8.785628e-01	
11  12.1258	2.262014e+00	1.270983e-01	6.894546e-01	3.006257e+00	1.110781e+00	2.181509e+00	5.518411e-03	-7.553174e-03	3.163213e-01	2.021160e+00	8.785628e-01	
2  11.4595	2.269456e+00	1.130265e-01	7.052400e-01	2.984226e+00	1.094507e+00	2.181509e+00	5.518411e-03	-7.553174e-03	2.741761e-01	1.977120e+00	8.029423e-01	
47  13.893	2.269456e+00	1.130265e-01	7.052400e-01	2.984226e+00	1.094507e+00	2.265996e+00	4.843874e-02	-5.341669e-01	2.741761e-01	1.977120e+00	8.029423e-01	
1  13.7295	2.256396e+00	1.200690e-01	7.063749e-01	2.937416e+00	1.136623e+00	2.265996e+00	4.843874e-02	-5.341669e-01	2.871484e-01	1.886703e+00	8.329351e-01	
26  14.0811	2.289150e+00	1.185133e-01	7.000040e-01	2.903104e+00	1.114132e+00	2.265996e+00	4.843874e-02	-5.341669e-01	2.898925e-01	1.823064e+00	7.997806e-01	
47  12.5596	2.289150e+00	1.185133e-01	7.000040e-01	2.903104e+00	1.114132e+00	2.236537e+00	7.705126e-01	7.904716e-01	2.898925e-01	1.823064e+00	7.997806e-01	
58  10.7701	2.289150e+00	1.185133e-01	7.000040e-01	2.903104e+00	1.114132e+00	2.258740e+00	-5.780829e-01	4.775493e-02	2.898925e-01	1.823064e+00	7.997806e-01	
23  10.8066	2.289150e+00	1.185133e-01	7.000040e-01	2.903104e+00	1.114132e+00	2.293491e+00	-1.801167e-01	-1.218040e-01	2.898925e-01	1.823064e+00	7.997806e-01	
64  11.3598	2.283681e+00	1.142719e-01	7.073473e-01	2.931698e+00	1.143651e+00	2.293491e+00	-1.801167e-01	-1.218040e-01	2.753185e-01	1.875946e+00	8.041279e-01	
36  10.6887	2.286867e+00	1.143467e-01	7.008061e-01	2.916998e+00	1.092768e+00	2.293491e+00	-1.801167e-01	-1.218040e-01	2.806992e-01	1.848571e+00	7.796128e-01	
19  11.8434	2.214306e+00	1.204263e-01	6.995567e-01	2.873500e+00	1.029391e+00	2.293491e+00	-1.801167e-01	-1.218040e-01	2.926430e-01	1.769885e+00	7.735589e-01	
30  13.3337	2.192753e+00	1.272808e-01	6.903554e-01	2.886887e+00	1.086402e+00	2.293491e+00	-1.801167e-01	-1.218040e-01	3.144260e-01	1.793738e+00	8.247858e-01	
8  13.6295	2.222340e+00	1.164199e-01	7.089213e-01	2.931113e+00	1.077223e+00	2.293491e+00	-1.801167e-01	-1.218040e-01	2.771507e-01	1.874849e+00	7.960971e-01	
13  13.5264	2.222340e+00	1.164199e-01	7.089213e-01	2.931113e+00	1.077223e+00	2.236225e+00	-9.070850e-01	7.253054e-01	2.771507e-01	1.874849e+00	7.960971e-01	
11  13.2807	2.241541e+00	1.341358e-01	7.019337e-01	2.886439e+00	1.047495e+00	2.236225e+00	-9.070850e-01	7.253054e-01	3.190418e-01	1.792935e+00	8.393714e-01	
4  12.2881	2.241541e+00	1.341358e-01	7.019337e-01	2.886439e+00	1.047495e+00	2.154011e+00	-7.667701e-01	-7.090778e-02	3.190418e-01	1.792935e+00	8.393714e-01	
22  11.7439	2.277110e+00	1.237646e-01	7.055563e-01	2.939448e+00	9.851770e-01	2.154011e+00	-7.667701e-01	-7.090778e-02	2.956547e-01	1.890541e+00	7.969915e-01	
8  14.8877	2.277110e+00	1.237646e-01	7.055563e-01	2.939448e+00	9.851770e-01	2.172984e+00	-4.817435e-01	8.059957e-01	2.956547e-01	1.890541e+00	7.969915e-01	
6  12.8977	2.277110e+00	1.237646e-01	7.055563e-01	2.939448e+00	9.851770e-01	2.080717e+00	-9.653272e-02	-5.713934e-02	2.956547e-01	1.890541e+00	7.969915e-01	
40  11.8883	2.266988e+00	1.297444e-01	7.142149e-01	2.995718e+00	1.046944e+00	2.080717e+00	-9.653272e-02	-5.713934e-02	3.000539e-01	1.999972e+00	8.701874e-01	
27  13.0753	2.266988e+00	1.297444e-01	7.142149e-01	2.995718e+00	1.046944e+00	2.024434e+00	9.880256e-02	9.227511e-02	3.000539e-01	1.999972e+00	8.701874e-01	
19  12.5767	2.239946e+00	1.234360e-01	6.989090e-01	3.048324e+00	1.011959e+00	2.024434e+00	9.880256e-02	9.227511e-02	2.998721e-01	2.107998e+00	8.498619e-01	
29  12.095	2.239946e+00	1.234360e-01	6.989090e-01	3.048324e+00	1.011959e+00	2.049332e+00	-6.606602e-01	-2.392304e-01	2.998721e-01	2.107998e+00	8.498619e-01	
3  12.033	2.266004e+00	1.270152e-01	6.932053e-01	3.022989e+00	1.050365e+00	2.049332e+00	-6.606602e-01	-2.392304e-01	3.128177e-01	2.055264e+00	8.646019e-01	
15  11.9176	2.265104e+00	1.272691e-01	7.013279e-01	3.015947e+00	9.851355e-01	2.049332e+00	-6.606602e-01	-2.392304e-01	3.061117e-01	2.040840e+00	8.425654e-01	
69  12.0409	2.294937e+00	1.238769e-01	6.952360e-01	2.997139e+00	9.870469e-01	2.049332e+00	-6.606602e-01	-2.392304e-01	3.050987e-01	2.002816e+00	8.174282e-01	
33  12.4933	2.258430e+00	1.345808e-01	6.874514e-01	3.001553e+00	1.000863e+00	2.049332e+00	-6.606602e-01	-2.392304e-01	3.339245e-01	2.011676e+00	8.677802e-01	
16  12.5993	2.281212e+00	1.281876e-01	6.885559e-01	2.999922e+00	1.030003e+00	2.049332e+00	-6.606602e-01	-2.392304e-01	3.198500e-01	2.008396e+00	8.500175e-01	
6  12.404	2.256821e+00	1.357482e-01	6.988221e-01	2.929583e+00	9.649470e-01	2.049332e+00	-6.606602e-01	-2.392304e-01	3.255039e-01	1.871982e+00	8.330309e-01	
5  12.3467	2.256821e+00	1.357482e-01	6.988221e-01	2.929583e+00	9.649470e-01	2.105590e+00	1.055952e-01	-1.607996e-01	3.255039e-01	1.871982e+00	8.330309e-01	
24  14.138	2.256821e+00	1.357482e-01	6.988221e-01	2.929583e+00	9.649470e-01	2.128505e+00	6.406178e-01	8.033552e-01	3.255039e-01	1.871982e+00	8.330309e-01	
17  12.876	2.280386e+00	1.357829e-01	6.994659e-01	2.920907e+00	1.013079e+00	2.128505e+00	6.406178e-01	8.033552e-01	3.254575e-01	1.855812e+00	8.448307e-01	
1  13.8535	2.283001e+00	1.371843e-01	6.942650e-01	2.904097e+00	1.040674e+00	2.128505e+00	6.406178e-01	8.033552e-01	3.333137e-01	1.824876e+00	8.509345e-01	
77  15.4535	2.338350e+00	1.296037e-01	7.103177e-01	2.921669e+00	1.097095e+00	2.128505e+00	6.406178e-01	8.033552e-01	3.044910e-01	1.857226e+00	8.502032e-01	
4  12.7439	2.338350e+00	1.296037e-01	7.103177e-01	2.921669e+00	1.097095e+00	2.224252e+00	-6.908568e-02	3.173147e-01	3.044910e-01	1.857226e+00	8.502032e-01	
4  13.3511	2.338350e+00	1.296037e-01	7.103177e-01	2.921669e+00	1.097095e+00	2.212938e+00	1.148085e-01	-8.884122e-02	3.044910e-01	1.857226e+00	8.502032e-01	
15  13.7732	2.292899e+00	1.338481e-01	7.118067e-01	2.958010e+00	1.057753e+00	2.212938e+00	1.148085e-01	-8.884122e-02	3.106985e-01	1.925961e+00	8.725565e-01	
2  14.9456	2.300370e+00	1.272157e-01	7.142056e-01	2.991191e+00	1.067314e+00	2.212938e+00	1.148085e-01	-8.884122e-02	2.957589e-01	1.990938e+00	8.624817e-01	
29  12.384	2.285955e+00	1.141144e-01	7.141743e-01	2.947377e+00	1.086229e+00	2.212938e+00	1.148085e-01	-8.884122e-02	2.698157e-01	1.905591e+00	7.921003e-01	
58  12.4679	2.285955e+00	1.141144e-01	7.141743e-01	2.947377e+00	1.086229e+00	2.191072e+00	3.020898e-01	3.037180e-01	2.698157e-01	1.905591e+00	7.921003e-01	
12  13.2909	2.282139e+00	1.306489e-01	7.068394e-01	2.830950e+00	1.046146e+00	2.191072e+00	3.020898e-01	3.037180e-01	3.084620e-01	1.696157e+00	8.015023e-01	
18  13.1138	2.282139e+00	1.306489e-01	7.068394e-01	2.830950e+00	1.046146e+00	2.198016e+00	-3.471501e-02	-1.109150e-02	3.084620e-01	1.696157e+00	8.015023e-01	
12  12.857	2.269926e+00	1.330835e-01	7.105503e-01	2.915451e+00	9.881652e-01	2.198016e+00	-3.471501e-02	-1.109150e-02	3.098289e-01	1.845714e+00	8.275203e-01	
6  11.9231	2.269926e+00	1.330835e-01	7.105503e-01	2.915451e+00	9.881652e-01	2.088093e+00	-6.860278e-02	4.376780e-01	3.098289e-01	1.845714e+00	8.275203e-01	
42  13.4942	2.291897e+00	1.340399e-01	7.086137e-01	3.011128e+00	1.007575e+00	2.088093e+00	-6.860278e-02	4.376780e-01	3.138668e-01	2.031030e+00	8.769720e-01	
76  12.6339	2.291897e+00	1.340399e-01	7.086137e-01	3.011128e+00	1.007575e+00	1.992399e+00	-9.067762e-01	5.661286e-01	3.138668e-01	2.031030e+00	8.769720e-01	
1  13.2016	2.263944e+00	1.340997e-01	7.144309e-01	3.048169e+00	1.056905e+00	1.992399e+00	-9.067762e-01	5.661286e-01	3.083458e-01	2.107671e+00	9.165006e-01	
2  13.7044	2.265995e+00	1.304521e-01	7.052289e-01	2.978042e+00	1.024207e+00	1.992399e+00	-9.067762e-01	5.661286e-01	3.091522e-01	1.964930e+00	8.545009e-01	
23  13.793	2.287041e+00	1.362370e-01	7.037665e-01	2.954464e+00	9.956222e-01	1.992399e+00	-9.067762e-01	5.661286e-01	3.225432e-01	1.919143e+00	8.556456e-01	
7  13.9727	2.287041e+00	1.362370e-01	7.037665e-01	2.954464e+00	9.956222e-01	2.069745e+00	-7.624505e-01	-6.919207e-01	3.225432e-01	1.919143e+00	8.556456e-01	
5  14.2271	2.287041e+00	1.362370e-01	7.037665e-01	2.954464e+00	9.956222e-01	2.179994e+00	-6.088149e-01	-1.092969e-01	3.225432e-01	1.919143e+00	8.556456e-01	
11  12.7724	2.316751e+00	1.344046e-01	6.918765e-01	2.936035e+00	1.008055e+00	2.179994e+00	-6.088149e-01	-1.092969e-01	3.305171e-01	1.884100e+00	8.393323e-01	
23  13.3824	2.316751e+00	1.344046e-01	6.918765e-01	2.936035e+00	1.008055e+00	2.082147e+00	2.669753e-03	5.013334e-01	3.305171e-01	1.884100e+00	8.393323e-01	
54  12.5544	2.264519e+00	1.384985e-01	7.082823e-01	2.883379e+00	9.601844e-01	2.082147e+00	2.669753e-03	5.013334e-01	3.225026e-01	1.787457e+00	8.247578e-01	
13  12.0252	2.264519e+00	1.384985e-01	7.082823e-01	2.883379e+00	9.601844e-01	2.179169e+00	-1.065024e-01	-6.384639e-02	3.225026e-01	1.787457e+00	8.247578e-01	
18  14.2768	2.272083e+00	1.495960e-01	6.904803e-01	2.897129e+00	9.608727e-01	2.179169e+00	-1.065024e-01	-6.384639e-02	3.627818e-01	1.812205e+00	8.633881e-01	
51  12.1606	2.266678e+00	1.422353e-01	7.017841e-01	2.877811e+00	1.016919e+00	2.179169e+00	-1.065024e-01	-6.384639e-02	3.361339e-01	1.777533e+00	8.537334e-01	
4  12.6677	2.242988e+00	1.468396e-01	7.124809e-01	2.829253e+00	9.990098e-01	2.179169e+00	-1.065024e-01	-6.384639e-02	3.347201e-01	1.693281e+00	8.480388e-01	
12  12.5966	2.242988e+00	1.468396e-01	7.124809e-01	2.829253e+00	9.990098e-01	2.202766e+00	-2.066308e-01	-1.594964e-01	3.347201e-01	1.693281e+00	8.480388e-01	
15  12.5988	2.223935e+00	1.395877e-01	7.063065e-01	2.803789e+00	9.893522e-01	2.202766e+00	-2.066308e-01	-1.594964e-01	3.256792e-01	1.650707e+00	8.079611e-01	
86  11.3511	2.276114e+00	1.379040e-01	6.978645e-01	2.863538e+00	9.898331e-01	2.202766e+00	-2.066308e-01	-1.594964e-01	3.312205e-01	1.752342e+00	8.206305e-01	
1  13.0497	2.189603e+00	1.223145e-01	6.800362e-01	2.959113e+00	1.042476e+00	2.202766e+00	-2.066308e-01	-1.594964e-01	3.132337e-01	1.928087e+00	8.156088e-01	
14  12.7562	2.247036e+00	1.099348e-01	6.687428e-01	2.971897e+00	1.034158e+00	2.202766e+00	-2.066308e-01	-1.594964e-01	2.975050e-01	1.952893e+00	7.563126e-01	
51  13.7156	2.210369e+00	1.190210e-01	6.701910e-01	2.892756e+00	9.695655e-01	2.202766e+00	-2.066308e-01	-1.594964e-01	3.156339e-01	1.804297e+00	7.498025e-01	
2  13.8194	2.283067e+00	1.163538e-01	6.688115e-01	2.919795e+00	9.554564e-01	2.202766e+00	-2.066308e-01	-1.594964e-01	3.125997e-01	1.853749e+00	7.404338e-01	
2  13.7685	2.300202e+00	1.134416e-01	6.890018e-01	2.920770e+00	9.699124e-01	2.202766e+00	-2.066308e-01	-1.594964e-01	2.887740e-01	1.855556e+00	7.362993e-01	
5  12.3542	2.233522e+00	1.166564e-01	6.932487e-01	2.892863e+00	1.010279e+00	2.202766e+00	-2.066308e-01	-1.594964e-01	2.905484e-01	1.804490e+00	7.563581e-01	
10  11.8922	2.233522e+00	1.166564e-01	6.932487e-01	2.892863e+00	1.010279e+00	2.278296e+00	-6.388782e-01	-3.267229e-01	2.905484e-01	1.804490e+00	7.563581e-01	
18  15.6877	2.317732e+00	1.110618e-01	6.865442e-01	2.857975e+00	1.073658e+00	2.278296e+00	-6.388782e-01	-3.267229e-01	2.861681e-01	1.742620e+00	7.307776e-01	
14  14.7425	2.314060e+00	1.185074e-01	6.726137e-01	2.980126e+00	1.063278e+00	2.278296e+00	-6.388782e-01	-3.267229e-01	3.145210e-01	1.969030e+00	8.037682e-01	
# After 80 accepted steps: update proposal 
1  14.2364	2.310303e+00	1.116694e-01	6.720819e-01	2.893692e+00	1.069007e+00	2.278296e+00	-6.388782e-01	-3.267229e-01	2.997971e-01	1.805987e+00	7.418258e-01	
2  12.8054	2.304921e+00	1.249978e-01	6.752332e-01	2.869068e+00	9.861149e-01	2.213557e+00	-5.570635e-01	-2.632304e-01	3.261200e-01	1.762059e+00	7.647898e-01	
1  12.9552	2.280202e+00	1.356613e-01	6.803919e-01	2.949082e+00	1.027429e+00	2.115285e+00	-2.312714e-01	1.086702e-01	3.436941e-01	1.908843e+00	8.548348e-01	
1  12.357	2.271706e+00	1.409291e-01	6.864200e-01	2.851090e+00	9.465026e-01	2.146937e+00	-3.626504e-01	-5.288779e-02	3.486840e-01	1.730664e+00	8.086030e-01	
4  12.6301	2.271706e+00	1.409291e-01	6.864200e-01	2.851090e+00	9.465026e-01	2.159590e+00	-6.827281e-01	6.281636e-01	3.486840e-01	1.730664e+00	8.086030e-01	
3  12.0588	2.271706e+00	1.409291e-01	6.864200e-01	2.851090e+00	9.465026e-01	2.173918e+00	-2.259434e-01	3.969304e-01	3.486840e-01	1.730664e+00	8.086030e-01	
1  12.1286	2.271706e+00	1.409291e-01	6.864200e-01	2.851090e+00	9.465026e-01	2.185937e+00	-5.907128e-01	-2.237263e-01	3.486840e-01	1.730664e+00	8.086030e-01	
1  12.8357	2.271706e+00	1.409291e-01	6.864200e-01	2.851090e+00	9.465026e-01	2.166744e+00	4.410367e-01	1.363849e-01	3.486840e-01	1.730664e+00	8.086030e-01	
4  13.0774	2.271706e+00	1.409291e-01	6.864200e-01	2.851090e+00	9.465026e-01	2.179304e+00	-5.487101e-01	-4.979553e-01	3.486840e-01	1.730664e+00	8.086030e-01	
3  12.9985	2.282251e+00	1.156391e-01	6.764907e-01	3.015043e+00	1.076711e+00	2.170309e+00	-6.618018e-01	-6.045306e-01	3.039635e-01	2.038997e+00	8.124663e-01	
1  13.7122	2.219115e+00	1.195979e-01	6.754169e-01	3.053384e+00	1.079380e+00	2.117267e+00	-5.387678e-01	-4.986534e-01	3.122247e-01	2.118693e+00	8.515981e-01	
4  12.0567	2.219115e+00	1.195979e-01	6.754169e-01	3.053384e+00	1.079380e+00	2.083653e+00	-5.354021e-01	3.173024e-01	3.122247e-01	2.118693e+00	8.515981e-01	
