4  25.2931	1.675305e-01	-1.218046e-02	7.995595e-01	
1  1.69186	2.881410e-01	3.690619e-02	6.298623e-01	
19  4.33464	2.393889e-01	-4.163896e-02	7.571597e-01	
4  3.20128	2.554234e-01	-3.270394e-02	7.321901e-01	
5  4.04369	3.552063e-01	6.781580e-02	5.318874e-01	
1  1.74954	2.850618e-01	3.067681e-02	6.391710e-01	
5  2.49555	3.472501e-01	1.239002e-01	4.837592e-01	
9  2.66429	3.094442e-01	7.942612e-03	6.375228e-01	
21  2.39854	3.304440e-01	1.306502e-01	4.938153e-01	
2  1.93472	3.187961e-01	4.787451e-02	5.882390e-01	
5  4.15682	2.568481e-01	-6.311148e-02	7.611729e-01	
6  4.23381	2.475178e-01	1.283981e-02	6.945520e-01	
2  3.92662	2.626653e-01	-5.803931e-02	7.502836e-01	
3  2.88465	2.805984e-01	-2.822428e-02	7.025354e-01	
1  2.88174	3.236051e-01	1.401700e-01	4.911345e-01	
15  3.47735	3.287058e-01	1.593791e-01	4.668246e-01	
3  2.01199	2.971544e-01	7.908315e-02	5.786720e-01	
5  1.75713	2.993833e-01	7.129516e-02	5.842311e-01	
1  3.98256	3.122972e-01	-1.350045e-02	6.561128e-01	
21  2.9122	2.733419e-01	-3.230011e-02	7.138678e-01	
4  1.54473	3.009190e-01	4.753217e-02	6.064584e-01	
2  1.94421	3.136888e-01	3.722038e-02	6.040003e-01	
3  1.93646	2.867463e-01	5.394461e-02	6.142187e-01	
2  2.56768	3.284917e-01	4.467698e-02	5.817409e-01	
2  2.56746	2.732434e-01	-2.183537e-02	7.035015e-01	
6  2.05463	2.826165e-01	-5.491332e-04	6.728422e-01	
7  1.90609	2.892747e-01	8.763272e-03	6.568715e-01	
4  2.74424	3.383406e-01	6.208124e-02	5.544877e-01	
1  3.53529	3.665632e-01	1.262454e-01	4.621009e-01	
3  3.16015	3.004439e-01	1.155168e-01	5.389489e-01	
2  2.22412	3.310556e-01	1.232098e-01	5.006441e-01	
11  1.74149	2.871255e-01	2.048934e-02	6.472947e-01	
14  2.28125	3.420851e-01	1.124292e-01	5.003952e-01	
6  3.61038	2.608254e-01	-5.111456e-02	7.451987e-01	
3  2.55061	2.762610e-01	5.216266e-02	6.264859e-01	
1  2.58119	2.649573e-01	1.508761e-02	6.748646e-01	
4  2.37704	2.708496e-01	2.807714e-02	6.559828e-01	
2  3.43397	3.604025e-01	1.699402e-01	4.245668e-01	
1  3.64669	3.555554e-01	7.968829e-02	5.196658e-01	
3  1.77116	3.162140e-01	5.146069e-02	5.872349e-01	
2  2.98811	3.501611e-01	8.706152e-02	5.176869e-01	
1  2.71823	2.613638e-01	-1.571368e-02	7.092595e-01	
2  3.23785	2.629863e-01	3.609017e-02	6.558331e-01	
1  3.99584	2.436041e-01	-4.101078e-02	7.523163e-01	
1  4.80416	2.881664e-01	-5.494013e-02	7.216832e-01	
