5  3.26083	3.446438e-01	6.184765e-02	5.484181e-01	
4  2.22127	3.384569e-01	8.957500e-02	5.268776e-01	
6  1.55021	2.992110e-01	4.852649e-02	6.071721e-01	
1  5.18807	3.377786e-01	9.554209e-03	6.075767e-01	
14  1.82776	3.052222e-01	2.847085e-02	6.212165e-01	
6  1.81207	2.946835e-01	1.712258e-02	6.431034e-01	
3  3.0623	2.689412e-01	4.823263e-02	6.377357e-01	
3  1.96881	3.091249e-01	9.555037e-02	5.502343e-01	
1  1.87251	3.114623e-01	3.642665e-02	6.070206e-01	
3  2.77144	3.537536e-01	1.311258e-01	4.700301e-01	
1  6.71693	4.133874e-01	2.091880e-01	3.323341e-01	
10  6.52726	2.832761e-01	1.362583e-01	5.353752e-01	
2  2.08152	3.018651e-01	1.380555e-02	6.392388e-01	
6  2.70146	3.280846e-01	3.983442e-02	5.869906e-01	
1  3.10782	3.144341e-01	5.675805e-03	6.347997e-01	
4  5.39302	2.697715e-01	-7.803671e-02	7.631748e-01	
3  4.80887	3.276271e-01	-2.412577e-03	6.296950e-01	
3  3.35558	3.283028e-01	2.433004e-02	6.022767e-01	
9  2.27242	2.786317e-01	-1.057978e-02	6.868576e-01	
4  2.23258	2.943923e-01	3.892931e-04	6.601279e-01	
7  2.24204	3.351257e-01	1.237659e-01	4.960179e-01	
16  1.77992	3.082060e-01	3.547324e-02	6.112303e-01	
2  2.70216	3.504690e-01	1.056065e-01	4.988340e-01	
4  1.87451	3.286079e-01	9.666915e-02	5.296325e-01	
1  3.3131	3.252680e-01	1.521798e-01	4.774618e-01	
9  3.08514	3.600806e-01	1.422471e-01	4.525819e-01	
6  4.63257	3.859669e-01	1.806089e-01	3.883338e-01	
3  4.66292	3.216845e-01	1.730743e-01	4.601508e-01	
8  3.04231	3.405478e-01	1.574075e-01	4.569542e-01	
4  2.63791	2.919363e-01	-1.314043e-02	6.761137e-01	
23  2.40123	2.668459e-01	-4.021316e-03	6.920850e-01	
2  3.52577	2.991045e-01	1.205518e-01	5.352533e-01	
2  3.02628	3.132341e-01	1.314383e-01	5.102371e-01	
2  2.73009	3.194642e-01	1.318408e-01	5.036046e-01	
1  2.34896	3.198195e-01	3.391803e-02	6.011720e-01	
9  2.7472	3.298084e-01	1.420203e-01	4.830808e-01	
4  2.316	3.119700e-01	1.113345e-01	5.316051e-01	
6  3.74069	3.698571e-01	1.295812e-01	4.554712e-01	
2  3.59835	3.468897e-01	1.762325e-01	4.317874e-01	
7  2.54902	3.477163e-01	1.301014e-01	4.770919e-01	
13  1.79776	3.167470e-01	9.455258e-02	5.436100e-01	
2  2.16958	3.221325e-01	4.481071e-02	5.879663e-01	
11  1.6568	3.165607e-01	8.188974e-02	5.564591e-01	
6  2.73315	3.365447e-01	1.456013e-01	4.727635e-01	
3  3.942	3.665260e-01	1.045513e-01	4.838322e-01	
2  1.68087	3.168367e-01	8.491901e-02	5.531538e-01	
5  3.51317	3.597455e-01	9.759658e-02	4.975674e-01	
3  2.8599	3.416513e-01	6.674049e-02	5.465177e-01	
1  2.65333	3.365588e-01	6.071991e-02	5.576308e-01	
2  2.87485	2.676596e-01	3.880077e-02	6.484492e-01	
7  5.45726	3.149718e-01	-3.078645e-02	6.707242e-01	
10  2.03205	2.754441e-01	1.815075e-02	6.613147e-01	
5  4.27643	3.199709e-01	-6.624804e-03	6.415635e-01	
4  2.73183	3.129770e-01	1.173405e-02	6.301985e-01	
1  2.31569	3.428034e-01	1.048748e-01	5.072314e-01	
4  1.78062	3.204607e-01	6.161177e-02	5.728371e-01	
2  1.84222	3.206542e-01	5.752190e-02	5.767334e-01	
3  1.67149	2.918218e-01	4.842337e-02	6.146643e-01	
2  2.72128	3.130452e-01	1.239498e-01	5.179146e-01	
9  2.01781	3.001776e-01	1.396487e-02	6.407671e-01	
5  2.69182	3.302320e-01	1.406511e-01	4.840264e-01	
1  1.92537	3.283733e-01	1.040335e-01	5.225028e-01	
9  1.55165	2.988938e-01	4.744723e-02	6.085685e-01	
3  1.98416	3.224356e-01	1.083421e-01	5.241319e-01	
1  1.81305	2.847747e-01	1.489797e-02	6.552368e-01	
1  1.58853	3.077795e-01	7.053059e-02	5.765994e-01	
3  1.66459	3.140408e-01	5.480301e-02	5.860657e-01	
11  2.14448	3.186929e-01	3.873883e-02	5.974778e-01	
2  2.0057	2.967661e-01	7.814455e-02	5.799989e-01	
1  2.93867	3.550317e-01	1.096810e-01	4.901969e-01	
1  3.26569	3.598199e-01	1.101124e-01	4.849773e-01	
19  3.16951	3.180812e-01	1.024942e-02	6.265789e-01	
2  3.4453	2.510607e-01	-3.470089e-02	7.385497e-01	
2  2.31571	2.746389e-01	-1.189526e-02	6.921659e-01	
4  1.99535	2.975315e-01	1.177242e-02	6.456056e-01	
9  1.5846	3.046216e-01	4.410762e-02	6.061804e-01	
2  2.85867	3.101907e-01	4.550405e-03	6.401684e-01	
2  4.10726	3.689755e-01	1.070145e-01	4.789196e-01	
7  3.64662	3.315171e-01	1.658303e-01	4.575622e-01	
7  2.80006	3.444604e-01	1.494918e-01	4.609574e-01	
1  2.1593	3.299088e-01	1.197455e-01	5.052552e-01	
3  1.8082	2.952389e-01	6.633594e-02	5.933347e-01	
3  2.3894	3.218027e-01	1.242496e-01	5.088573e-01	
5  2.32517	2.825032e-01	6.003628e-02	6.123701e-01	
12  1.77654	2.885965e-01	1.647747e-02	6.498355e-01	
2  1.53883	3.042355e-01	5.656431e-02	5.941098e-01	
8  4.91076	2.337980e-01	-3.389397e-02	7.550055e-01	
10  5.16396	3.533473e-01	4.057263e-02	5.609897e-01	
1  3.33607	3.242507e-01	1.515828e-01	4.790760e-01	
4  4.23899	3.792774e-01	1.506355e-01	4.249967e-01	
2  8.12247	4.297227e-01	2.406829e-01	2.845040e-01	
3  5.84456	3.165298e-01	1.833014e-01	4.550784e-01	
3  3.24848	3.633820e-01	1.377850e-01	4.537425e-01	
2  2.83389	2.699250e-01	4.411852e-02	6.408661e-01	
4  2.45551	3.459098e-01	1.246328e-01	4.843670e-01	
1  4.83844	2.691105e-01	-7.078843e-02	7.565875e-01	
4  3.18544	2.532092e-01	-1.594798e-02	7.176484e-01	
7  2.16333	2.743532e-01	2.801423e-02	6.525421e-01	
1  2.24603	3.330656e-01	6.847149e-02	5.533724e-01	
21  1.76389	3.202543e-01	9.302233e-02	5.416330e-01	
1  1.94249	3.000845e-01	1.673938e-02	6.380857e-01	
29  1.87079	2.920834e-01	1.218187e-02	6.506443e-01	
1  1.64426	2.904226e-01	3.724885e-02	6.272381e-01	
2  6.81453	2.782572e-01	-8.811102e-02	7.647634e-01	
2  3.1012	2.783168e-01	-3.460344e-02	7.111961e-01	
2  3.3768	2.536053e-01	6.166461e-03	6.951378e-01	
1  2.72975	3.251122e-01	3.308230e-02	5.967150e-01	
6  2.76146	3.449766e-01	1.476789e-01	4.622540e-01	
5  2.33667	3.190804e-01	1.199396e-01	5.158895e-01	
4  1.8334	2.906376e-01	5.776692e-02	6.065050e-01	
8  1.83909	3.194568e-01	5.471472e-02	5.807380e-01	
2  2.16674	3.356722e-01	1.180526e-01	5.011847e-01	
12  3.34268	2.826524e-01	8.677929e-02	5.854778e-01	
3  3.54575	3.080603e-01	-1.209649e-02	6.589457e-01	
8  2.40384	2.904890e-01	7.969208e-02	5.847285e-01	
14  2.32784	2.864627e-01	-9.279211e-03	6.777261e-01	
15  2.52462	2.655793e-01	-1.296164e-02	7.022919e-01	
8  2.68604	2.894522e-01	8.538071e-02	5.800766e-01	
1  1.61431	3.117345e-01	7.632484e-02	5.668502e-01	
6  2.83912	3.551375e-01	1.233064e-01	4.764657e-01	
14  2.07121	3.349536e-01	8.888334e-02	5.310726e-01	
8  2.47406	3.016273e-01	1.012414e-01	5.520409e-01	
8  2.11887	2.753253e-01	2.866922e-02	6.509150e-01	
13  2.53521	2.752512e-01	4.893840e-02	6.307200e-01	
4  2.5448	3.283635e-01	4.511942e-02	5.814266e-01	
6  5.84949	3.855711e-01	1.091811e-01	4.601574e-01	
5  3.39659	3.618118e-01	1.113026e-01	4.817952e-01	
3  6.11948	3.339668e-01	2.102963e-01	4.106464e-01	
6  4.95114	3.616858e-01	2.155661e-01	3.776576e-01	
3  6.69614	3.322637e-01	2.159683e-01	4.066776e-01	
1  3.56515	3.234168e-01	1.554762e-01	4.760165e-01	
3  6.94981	3.083106e-01	1.847395e-01	4.618594e-01	
2  5.07422	3.612342e-01	6.003521e-02	5.336401e-01	
1  4.59038	3.293112e-01	1.812780e-01	4.443203e-01	
2  1.80869	3.206930e-01	6.001269e-02	5.742039e-01	
20  2.73459	3.529263e-01	1.302967e-01	4.716865e-01	
3  4.00451	2.901424e-01	-4.124240e-02	7.060095e-01	
24  1.55741	3.092680e-01	5.862318e-02	5.870184e-01	
2  2.21126	2.998693e-01	7.109536e-03	6.479307e-01	
2  2.07692	2.760765e-01	2.839688e-02	6.504361e-01	
2  2.75124	3.179380e-01	1.306700e-01	5.063015e-01	
7  2.02322	3.331385e-01	1.074761e-01	5.142949e-01	
1  1.85714	3.279878e-01	8.247867e-02	5.444431e-01	
6  1.78297	3.028933e-01	7.844579e-02	5.735704e-01	
1  3.52964	3.201464e-01	6.521631e-03	6.282416e-01	
13  2.96122	3.144076e-01	1.314802e-01	5.090218e-01	
7  1.67263	3.037881e-01	7.312465e-02	5.779968e-01	
5  2.50949	3.471303e-01	1.271331e-01	4.806461e-01	
6  2.92479	3.568826e-01	1.253487e-01	4.726783e-01	
2  2.7703	3.531642e-01	1.358715e-01	4.658739e-01	
1  3.69763	3.620979e-01	1.802841e-01	4.125275e-01	
5  3.98205	3.700265e-01	1.163072e-01	4.685759e-01	
4  2.83637	3.548406e-01	1.363084e-01	4.637606e-01	
15  1.93313	2.891834e-01	5.967008e-02	6.060561e-01	
1  3.79606	2.690230e-01	6.573165e-02	6.201549e-01	
4  3.1377	3.577109e-01	1.567684e-01	4.404302e-01	
1  4.35461	3.229005e-01	1.695185e-01	4.624906e-01	
1  9.04915	3.274433e-01	2.369729e-01	3.904933e-01	
6  4.74125	3.863225e-01	1.572942e-01	4.112928e-01	
2  3.65833	3.649007e-01	1.106182e-01	4.793907e-01	
6  2.20678	3.368943e-01	1.199471e-01	4.980681e-01	
5  2.852	3.035534e-01	1.136809e-01	5.376752e-01	
6  2.73282	2.625518e-01	-2.078254e-02	7.131402e-01	
7  2.06804	3.358294e-01	9.666900e-02	5.224111e-01	
10  2.68753	3.247483e-01	3.351258e-02	5.966487e-01	
3  1.65675	2.932061e-01	5.081741e-02	6.108860e-01	
7  1.91459	2.788085e-01	1.701852e-02	6.590825e-01	
11  3.27584	2.654950e-01	-4.295988e-02	7.323745e-01	
17  1.67076	3.034194e-01	3.480920e-02	6.166810e-01	
3  2.45154	2.680631e-01	2.101382e-02	6.658327e-01	
9  1.98397	3.225096e-01	5.387674e-02	5.785232e-01	
3  1.98441	2.775077e-01	2.549876e-02	6.519030e-01	
13  1.58333	3.119665e-01	7.104207e-02	5.719010e-01	
20  2.74387	2.620465e-01	1.157205e-02	6.812910e-01	
2  2.60506	2.631801e-01	-1.168657e-02	7.034160e-01	
1  2.88832	2.957946e-01	1.018324e-01	5.572826e-01	
6  3.31033	2.522270e-01	-6.759967e-03	7.094425e-01	
10  2.1208	2.925568e-01	7.455269e-02	5.878000e-01	
10  3.41987	2.626243e-01	4.019688e-02	6.520883e-01	
11  1.96644	2.850656e-01	5.117445e-02	6.186695e-01	
5  2.66204	3.295701e-01	4.412117e-02	5.812183e-01	
22  2.17158	2.923494e-01	7.593843e-02	5.866217e-01	
2  1.58247	3.108127e-01	5.699425e-02	5.871026e-01	
5  2.0849	2.831083e-01	5.191287e-02	6.198884e-01	
3  3.71895	3.099889e-01	1.409382e-01	5.039825e-01	
5  2.1401	2.829609e-01	5.400132e-02	6.179473e-01	
1  4.03601	3.147254e-01	-1.080232e-02	6.509864e-01	
5  2.0414	3.342448e-01	1.069249e-01	5.137399e-01	
2  1.78662	3.012444e-01	7.603925e-02	5.776259e-01	
14  1.73622	2.856398e-01	2.545624e-02	6.438136e-01	
10  1.64955	2.929543e-01	2.817848e-02	6.337767e-01	
5  3.79696	2.553415e-01	-5.431346e-02	7.538815e-01	
5  3.19854	3.030890e-01	-1.233745e-02	6.641580e-01	
5  2.07164	2.748271e-01	5.668065e-03	6.744144e-01	
1  1.73967	3.050166e-01	7.915976e-02	5.707331e-01	
9  1.94666	2.791047e-01	2.943679e-02	6.463681e-01	
3  1.76876	3.172318e-01	5.401892e-02	5.836588e-01	
22  1.68031	2.900598e-01	2.561237e-02	6.392374e-01	
3  1.77305	3.240443e-01	7.566812e-02	5.551971e-01	
4  2.32073	3.047608e-01	1.020236e-02	6.399464e-01	
2  2.15827	2.727789e-01	1.561489e-03	6.805691e-01	
