2  267.395	1.745449e-01	-5.571020e-02	8.360748e-01	
1  265.136	2.678055e-01	-1.165702e-01	8.036743e-01	
2  265.195	2.867273e-01	-1.280809e-01	7.962631e-01	
2  265.152	3.068274e-01	-2.803242e-01	9.284064e-01	
2  265.584	2.792517e-01	-2.624717e-01	9.381296e-01	
2  265.188	3.600697e-01	-3.837955e-01	9.786353e-01	
2  265.605	4.099821e-01	-4.681590e-01	1.013086e+00	
4  265.492	3.474485e-01	-4.266218e-01	1.034083e+00	
1  265.267	3.528801e-01	-4.034800e-01	1.005509e+00	
4  265.501	3.367123e-01	-2.114419e-01	8.296391e-01	
1  265.586	3.584698e-01	-2.665665e-01	8.630063e-01	
1  265.5	3.618933e-01	-2.889417e-01	8.819579e-01	
1  265.693	3.244210e-01	-3.935951e-01	1.024084e+00	
4  266.283	3.280163e-01	-4.449703e-01	1.071864e+00	
2  265.194	3.173213e-01	-3.156054e-01	9.531937e-01	
2  268.144	3.928591e-01	-1.826351e-01	7.446856e-01	
1  265.323	2.567367e-01	-1.582483e-01	8.564211e-01	
2  265.269	2.739292e-01	-8.570605e-02	7.666864e-01	
1  266.698	3.151244e-01	-5.060055e-02	6.903857e-01	
1  265.392	2.299343e-01	1.035847e-02	7.146168e-01	
4  266.022	1.892318e-01	-7.410806e-03	7.730885e-01	
1  265.605	2.107575e-01	-3.301204e-02	7.771641e-01	
3  265.774	3.046009e-01	-9.523532e-02	7.455440e-01	
4  265.8	2.200624e-01	-9.523125e-02	8.300784e-01	
2  265.754	2.072710e-01	1.097985e-01	6.378400e-01	
2  266.313	2.763169e-01	2.034214e-02	6.582505e-01	
1  267.068	2.446639e-01	1.467978e-01	5.634478e-01	
1  265.858	1.691503e-01	1.239471e-01	6.618122e-01	
1  265.879	1.668339e-01	1.487174e-01	6.393583e-01	
2  265.828	1.764817e-01	8.144882e-02	6.969790e-01	
2  265.933	2.226359e-01	1.056767e-01	6.265970e-01	
4  267.53	1.563775e-01	-2.519247e-03	8.010513e-01	
2  265.759	2.292998e-01	-1.226910e-01	8.483007e-01	
1  265.068	3.040104e-01	-2.076822e-01	8.585813e-01	
4  265.098	3.370005e-01	-2.977963e-01	9.157054e-01	
3  265.08	3.113141e-01	-2.703404e-01	9.139359e-01	
4  265.061	3.101535e-01	-2.271046e-01	8.718606e-01	
1  265.095	3.352894e-01	-3.226362e-01	9.422564e-01	
5  265.326	3.705097e-01	-3.517716e-01	9.361714e-01	
2  265.089	3.365574e-01	-3.067611e-01	9.251133e-01	
1  265.376	3.652428e-01	-4.435578e-01	1.033225e+00	
3  265.449	3.572900e-01	-4.410104e-01	1.038630e+00	
6  265.371	3.352484e-01	-3.852216e-01	1.004883e+00	
# After 43 accepted steps: update proposal with max(R-1) = 0.643704 and jumping factor = 2.400000 
4  265.581	3.926290e-01	-3.872611e-01	9.495416e-01	
1  265.448	3.580267e-01	-4.422967e-01	1.039180e+00	
3  265.867	3.186306e-01	-3.932668e-01	1.029546e+00	
1  265.133	3.110659e-01	-2.866810e-01	9.305246e-01	
2  265.542	2.539323e-01	-1.804095e-01	8.813867e-01	
1  265.237	3.132913e-01	-1.847150e-01	8.263332e-01	
2  265.216	3.486185e-01	-3.851297e-01	9.914207e-01	
2  265.447	3.960013e-01	-4.752754e-01	1.034184e+00	
1  266.051	4.232095e-01	-4.383451e-01	9.700451e-01	
1  265.236	3.384490e-01	-2.575818e-01	8.740424e-01	
1  265.341	3.093390e-01	-1.574384e-01	8.030089e-01	
1  265.578	2.437621e-01	2.264465e-02	6.885028e-01	
1  266.935	1.396250e-01	3.493345e-01	4.659501e-01	
4  266.276	2.579556e-01	6.083348e-02	6.361205e-01	
1  265.865	2.088533e-01	1.227029e-01	6.233534e-01	
2  265.187	3.147999e-01	-1.985806e-01	8.386903e-01	
